world,humans,sample,coordinator,wall_time,success,all_arrived,robot_collision,robots_arrived,makespan,sum_of_costs,min_robot_robot_dist,min_human_robot_dist,time_near_humans,human_encounters,stuck_time,deadlock_time,replans,solver_calls,episode_time,stat_solver_time,stat_local_repairs,stat_coupled_repairs,stat_global_replans,stat_repair_failures,stat_rejected_repairs,stat_kept_plans,stat_blocked_triggers,stat_risk_triggers,stat_step_duration,stat_solver_failures
depot,10,4,ha_cbs_norepair,1.06821870803833,1.0,1.0,0.0,5.0,108.8,432.6,1.1600000000000001,0.06551335741663672,33.19999999999999,11.0,27.8,0.0,0.0,1.0,110.0,0.0539324,0,0,0,0,0,0,0,0,3.001878387651621,
depot,10,4,mapf,3.8140995502471924,1.0,1.0,0.0,5.0,92.8,404.8,1.0913807768143982,0.02202271554554457,33.00000000000001,15.0,7.800000000000001,0.0,170.0,171.0,94.0,0.021487099999999995,,,,,,,,,,0
depot,10,4,pbc,4.406639337539673,1.0,1.0,0.0,5.0,91.2,395.0,1.041491718642064,0.07800640999302569,34.800000000000004,13.0,7.400000000000009,0.0,0.0,0.0,92.2,,,,,,,,,,,
depot,20,0,adg_cbs,1.3249027729034424,1.0,1.0,0.0,5.0,121.8,454.0,1.0977285638991088,0.02968164415931047,78.39999999999999,23.0,12.600000000000005,0.0,4.0,5.0,123.0,0.0007237,4,0,0,0,0,0,4,0,3.084129236484212,
depot,20,0,ha_cbs,3.2405378818511963,1.0,1.0,0.0,5.0,127.4,470.20000000000005,1.0868509557432429,0.024083189157583784,55.99999999999996,12.0,43.999999999999986,0.0,4.0,5.0,128.6,0.023370000000000002,4,0,0,0,0,0,4,0,2.5492567526037995,
depot,20,0,ha_cbs_mod,18.505178451538086,1.0,1.0,0.0,5.0,107.6,483.20000000000005,1.1600000000000001,0.08184130986243973,48.399999999999984,11.0,19.39999999999998,0.0,7.0,19.0,108.8,2.189024600000001,5,2,0,0,1,4,4,7,3.555412542222001,
depot,20,0,ha_cbs_norepair,1.4327852725982666,1.0,1.0,0.0,5.0,117.6,451.80000000000007,1.08622281323861,0.024083189157583784,51.39999999999999,13.0,40.79999999999999,0.0,0.0,1.0,118.6,0.0270879,0,0,0,0,0,0,0,0,2.5200067621058024,
depot,20,0,mapf,3.9906673431396484,1.0,1.0,0.0,5.0,96.6,426.4,1.16,0.030413812651491474,52.999999999999986,19.0,7.400000000000002,0.0,177.0,178.0,97.8,0.02560110000000001,,,,,,,,,,0
depot,20,0,pbc,5.045154333114624,1.0,1.0,0.0,5.0,92.2,430.80000000000007,1.16,0.030265491900843534,61.999999999999986,23.0,7.199999999999996,0.0,0.0,0.0,93.6,,,,,,,,,,,
depot,20,1,adg_cbs,1.13128662109375,1.0,1.0,0.0,5.0,100.6,415.4,1.16,0.07915806970865329,51.99999999999999,13.0,3.3999999999999986,0.0,2.0,3.0,101.6,0.0004575,2,0,0,0,0,0,2,0,2.899968459927546,
